0,-1
1,0.666149068322984
2,-1
3,1.33260869565217
4,-1
5,-1
6,-1
7,1.99906832298137
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,7.6639751552795
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,-1
57,-1
58,-1
59,-1
60,-1
61,-1
62,-1
63,7.6639751552795
64,-1
65,-1
66,-1
67,-1
68,-1
69,-1
70,-1
71,-0.666770186335407
72,-1
73,-1
74,-1
75,-1
76,-1
77,-1
78,-0.000310559006202693
79,4.33167701863355
80,-1
81,-1
82,-1
83,0.999378881987577
84,-1
85,-0.666770186335407
86,-0.333540372670813
87,-0.666770186335407
88,1.99906832298106
89,-0.000310559006220013
90,-0.666770186335407
91,-1
92,1.33260869565219
93,-0.666770186335407
94,-0.666770186335407
95,-1
96,1.99906832298136
97,-0.000310559006202693
98,-0.333540372670813
99,0.332919254658391
100,-0.000310559006202693
101,-0.333540372670813
102,0.332919254658391
103,-0.000310559006220013
104,-0.000310559006202693
105,-0.000310559006220013
106,-0.000310559006202693
107,-0.000310559006220013
108,0.332919254658391
109,-0.000310559006220013
110,-0.000310559006202693
111,-0.333540372670813
112,-0.000310559006202693
113,-0.000310559006220013
114,-0.000310559006202693
115,-0.000310559006220013
116,0.332919254658391
117,-0.000310559006220013
118,-0.000310559006202693
119,-0.333540372670813
120,0.332919254658391
121,-0.000310559006220013
122,-0.000310559006202693
123,-0.000310559006220013
124,-0.333540372671106
125,-1
126,-1
127,-1
128,-0.000310559006220013
129,-0.000310559006202693
130,0.332919254658373
131,-0.000310559006202693
132,-0.000310559006202693
133,-0.000310559006220013
134,-0.000310559006202693
135,-0.000310559006220013
136,-0.000310559006202693
137,-0.000310559006220013
138,-0.000310559006202693
139,-0.000310559006220013
140,0.332919254658391
141,-0.000310559006220013
142,-0.000310559006202693
143,-0.333540372670813
144,-0.000310559006202693
145,-0.000310559006202693
146,-0.000310559006220013
147,-0.000310559006220013
148,0.332919254658373
149,-0.000310559006185485
150,-0.000310559006220013
151,-0.000310559006220013
