621	-0.649068322981412
622	-0.565217391304399
623	-0.456521739130514
624	-0.826086956521835
625	-0.701863354037335
626	-0.608695652173924
627	-0.493788819875822
628	-0.46583850931677
629	-0.347826086956558
630	-0.263975155279545
631	-0.155279503105661
632	-0.270186335403763
633	-0.152173913043552
634	-0.065217391304359
635	0.043478260869526
640	-4.79627329192552
641	-3.09999999999999
642	-3.0000000000001
643	-2.89689440993788
644	-2.80000000000002
645	-2.69999999999999
646	-2.60000000000009
647	-2.50000000000006
648	-2.59999999999995
649	-2.60000000000009
650	-2.40000000000002
651	-2.2422360248448
652	-2.1863354037267
653	-2.09937888198765
654	-2.01242236024845
655	-1.86335403726708
656	-2.2422360248448
657	-2.09316770186329
658	-2.00621118012423
659	-1.88819875776395
660	-1.83229813664599


