0,0
0,-1
0,-2
0,-3
0,-4
0,-5
0,-6
0,-7
0,-8
0,-9
0,-10
0,-11
0,-12
0,-13
0,-14
0,-15
0,-16
0,-17
0,-18
0,-19
0,-20
0,-21
0,-22
0,-23
0,-24
0,-25
0,-26
0,-27
0,-28
0,-29
0,-30
0,-31
0,-32
0,-33
0,-34
0,-35
0,-36
0,-37
0,-38
0,-39
0,-40
0,-41
0,-42
0,-43
0,-44
0,-45
0,-46
0,-47
0,-48
0,-49
0,-50
0,-51
0,-52
0,-53
0,-54
0,-55
0,-56
0,-57
0,-58
0,-59
0,-60
0,-61
0,-62
0,-63
1,-63
1,-64
3,-63
3,-64
7,-61
7,-62
7,-63
15,-56
15,-57
15,-58
15,-59
31,-44
31,-45
31,-46
31,-47
31,-48
63,-17
63,-18
63,-19
63,-20
63,-21
63,-22
63,-23
63,-24
71,-17
78,-11
79,-11
79,-12
79,-13
79,-14
79,-15
83,-12
83,-13
85,-12
88,-10
88,-11
88,-12
88,-13
90,-12
92,-11
92,-12
93,-12
96,-10
96,-11
96,-12
97,-12
98,-12
99,-12
100,-12
101,-12
102,-12
103,-12
104,-12
105,-12
106,-12
107,-12
108,-12
109,-12
110,-12
111,-12
112,-12
113,-12
114,-12
115,-12
116,-12
117,-12
118,-12
119,-12
120,-12
121,-12
122,-12
123,-12
124,-12
128,-9
129,-9
130,-9
131,-9
132,-9
133,-9
134,-9
135,-9
136,-9
137,-9
138,-9
139,-9
140,-9
141,-9
142,-9
142,-10
144,-9
145,-9
146,-9
147,-9
148,-9
149,-9
149,-10
150,-10
152,-9
152,-10
153,-10
154,-10
155,-10
156,-10
157,-10
158,-10
160,-9
161,-9
162,-9
163,-9
164,-9
165,-9
166,-9
167,-9
168,-9
169,-9
170,-9
170,-10
171,-10
172,-10
173,-10
174,-10
176,-9
177,-9
177,-10
178,-10
179,-10
180,-10
181,-10
182,-10
183,-10
184,-10
185,-10
186,-10
187,-10
188,-10
189,-10
192,-8
193,-8
194,-8
194,-9
195,-9
196,-9
197,-9
198,-9
199,-9
200,-9
201,-9
202,-9
203,-9
204,-9
205,-9
206,-9
207,-9
208,-9
209,-9
210,-9
211,-9
212,-9
213,-9
214,-9
215,-9
216,-9
209,-17
218,-9
219,-9
220,-9
220,-10
221,-10
222,-10
224,-9
225,-9
226,-9
227,-9
228,-9
229,-9
230,-9
231,-9
232,-9
233,-9
234,-9
235,-9
236,-9
236,-10
237,-10
238,-10
240,-9
241,-9
242,-9
242,-10
243,-10
244,-10
245,-10
246,-10
247,-10
248,-10
256,-3
257,-3
258,-3
259,-3
260,-3
261,-3
262,-3
262,-4
264,-3
264,-4
265,-4
266,-4
267,-4
268,-4
269,-4
270,-4
271,-4
272,-4
273,-4
274,-4
275,-4
276,-4
277,-4
278,-4
279,-4
280,-4
281,-4
282,-4
283,-4
284,-4
284,-5
285,-5
286,-5
288,-4
289,-4
290,-4
291,-4
292,-4
293,-4
294,-4
294,-5
296,-4
296,-5
297,-5
298,-5
299,-5
300,-5
301,-5
302,-5
303,-5
304,-5
305,-5
306,-5
307,-5
308,-5
309,-5
310,-5
311,-5
312,-5
313,-5
314,-5
315,-5
316,-5
316,-6
317,-6
320,-4
321,-4
322,-4
323,-4
324,-4
325,-4
325,-5
326,-5
327,-5
328,-5
329,-5
330,-5
331,-5
332,-5
333,-5
334,-5
335,-5
336,-5
337,-5
338,-5
338,-6
339,-6
340,-6
341,-6
342,-6
343,-6
344,-6
345,-6
346,-6
346,-7
347,-7
348,-7
349,-7
350,-7
350,-8
352,-7
353,-7
354,-7
354,-8
355,-8
356,-8
357,-8
357,-9
358,-9
359,-9
360,-9
361,-9
361,-10
362,-10
363,-10
364,-10
365,-10
366,-10
366,-11
368,-10
369,-10
370,-10
371,-10
372,-10
373,-10
374,-10
375,-10
377,-9
378,-9
379,-9
384,-5
385,-5
386,-5
387,-5
388,-5
389,-5
390,-5
391,-5
392,-5
393,-5
394,-5
395,-5
396,-5
397,-5
398,-5
399,-5
400,-5
401,-5
402,-5
403,-5
404,-5
405,-5
406,-5
407,-5
408,-5
409,-5
410,-5
410,-6
411,-6
412,-6
413,-6
414,-6
416,-5
417,-5
418,-5
419,-5
420,-5
421,-5
421,-6
422,-6
423,-6
424,-6
425,-6
426,-6
427,-6
428,-6
429,-6
430,-6
431,-6
432,-6
433,-6
